Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
Deleted,User_114,W_Validate application,Workflow,Workitem_500639986,ate_abort,2016-01-26 08:42:09.987000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Created,User_114,W_Call incomplete files,Workflow,Workitem_310983702,schedule,2016-01-26 08:42:09.993000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_114,W_Call incomplete files,Workflow,Workitem_1935741063,start,2016-01-26 08:42:09.995000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
statechange,User_114,A_Incomplete,Application,ApplState_413924701,complete,2016-01-26 08:42:09.997000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_114,W_Call incomplete files,Workflow,Workitem_1586046413,suspend,2016-01-26 08:42:14.659000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_669459464,resume,2016-01-27 08:31:56.254000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_2,W_Call incomplete files,Workflow,Workitem_522163358,suspend,2016-01-27 08:32:44.459000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Deleted,User_118,W_Call incomplete files,Workflow,Workitem_344037619,ate_abort,2016-01-27 10:57:57.371000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Created,User_118,W_Validate application,Workflow,Workitem_119779693,schedule,2016-01-27 10:57:57.377000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_118,W_Validate application,Workflow,Workitem_137060426,start,2016-01-27 10:57:57.379000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
statechange,User_118,A_Validating,Application,ApplState_1925923775,complete,2016-01-27 10:57:57.455000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_118,W_Validate application,Workflow,Workitem_142893149,suspend,2016-01-27 10:59:54.025000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_95,W_Validate application,Workflow,Workitem_576279767,resume,2016-01-27 13:29:52.530000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_95,W_Validate application,Workflow,Workitem_843383156,suspend,2016-01-27 13:32:34.650000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_30,W_Validate application,Workflow,Workitem_1945604184,resume,2016-01-28 06:39:38.140000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_30,W_Validate application,Workflow,Workitem_477322561,suspend,2016-01-28 06:39:56.642000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_95,W_Validate application,Workflow,Workitem_494327782,resume,2016-01-28 08:41:06.570000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_95,W_Validate application,Workflow,Workitem_27349165,suspend,2016-01-28 08:45:21.606000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_95,W_Validate application,Workflow,Workitem_1507375101,resume,2016-01-28 08:56:22.353000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Deleted,User_95,W_Validate application,Workflow,Workitem_337672531,complete,2016-01-28 09:18:39.340000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Created,User_95,W_Call incomplete files,Workflow,Workitem_879839781,schedule,2016-01-28 09:18:39.346000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_95,W_Call incomplete files,Workflow,Workitem_1372798638,start,2016-01-28 09:18:39.348000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
statechange,User_95,A_Incomplete,Application,ApplState_1073225954,complete,2016-01-28 09:18:39.350000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_95,W_Call incomplete files,Workflow,Workitem_1155180230,suspend,2016-01-28 09:18:54.247000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_1914817191,resume,2016-01-28 09:20:13.461000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_2,W_Call incomplete files,Workflow,Workitem_1835092443,suspend,2016-01-28 09:28:49.766000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_105555236,resume,2016-01-28 09:32:19.323000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_2,W_Call incomplete files,Workflow,Workitem_999527558,suspend,2016-01-28 09:35:13.144000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Deleted,User_116,W_Call incomplete files,Workflow,Workitem_230544248,ate_abort,2016-01-28 11:56:13.858000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Created,User_116,W_Validate application,Workflow,Workitem_509266647,schedule,2016-01-28 11:56:13.865000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_116,W_Validate application,Workflow,Workitem_320505088,start,2016-01-28 11:56:13.868000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
statechange,User_116,A_Validating,Application,ApplState_620620025,complete,2016-01-28 11:56:13.933000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Released,User_116,W_Validate application,Workflow,Workitem_1133578080,suspend,2016-01-28 11:57:12.108000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Obtained,User_95,W_Validate application,Workflow,Workitem_1912747535,resume,2016-01-28 12:16:30.142000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
statechange,User_95,O_Accepted,Offer,OfferState_379863070,complete,2016-01-28 12:18:51.289000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,Offer_774210695
statechange,User_95,A_Pending,Application,ApplState_1840619616,complete,2016-01-28 12:18:51.292000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
Deleted,User_95,W_Validate application,Workflow,Workitem_871836313,complete,2016-01-28 12:18:51.295000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,
statechange,User_95,O_Cancelled,Offer,OfferState_256378072,complete,2016-01-28 12:18:51.306000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,Offer_1319158006
Created,User_1,A_Create Application,Application,Application_828200680,complete,2016-01-01 13:00:04.360000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_420123528,complete,2016-01-01 13:00:04.398000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_1645277487,schedule,2016-01-01 13:00:04.737000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_1902399339,withdraw,2016-01-01 13:01:44.651000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_1933317539,schedule,2016-01-01 13:01:44.661000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_281446729,complete,2016-01-01 13:01:44.671000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Obtained,User_19,W_Complete application,Workflow,Workitem_1987035323,start,2016-01-02 11:32:57.796000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
statechange,User_19,A_Accepted,Application,ApplState_873422308,complete,2016-01-02 11:40:45.797000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Created,User_19,O_Create Offer,Offer,Offer_607758096,complete,2016-01-02 11:42:23.751000+00:00,Home improvement,New credit,Application_828200680,35000.0,35000.0,120.0,True,366.08,False,0.0,35000.0,
statechange,User_19,O_Created,Offer,OfferState_328204955,complete,2016-01-02 11:42:25.106000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,Offer_607758096
statechange,User_19,O_Sent (mail and online),Offer,OfferState_1161306540,complete,2016-01-02 11:43:56.242000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,Offer_607758096
Deleted,User_19,W_Complete application,Workflow,Workitem_975111658,complete,2016-01-02 11:43:56.259000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Created,User_19,W_Call after offers,Workflow,Workitem_1704827982,schedule,2016-01-02 11:43:56.266000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Obtained,User_19,W_Call after offers,Workflow,Workitem_1894841035,start,2016-01-02 11:43:56.269000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
statechange,User_19,A_Complete,Application,ApplState_2090693037,complete,2016-01-02 11:43:56.271000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Released,User_19,W_Call after offers,Workflow,Workitem_249716911,suspend,2016-01-02 11:46:13.901000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Obtained,User_11,W_Call after offers,Workflow,Workitem_994377855,resume,2016-01-06 09:23:16.977000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Released,User_11,W_Call after offers,Workflow,Workitem_1728082262,suspend,2016-01-06 09:23:42.346000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
statechange,User_1,A_Cancelled,Application,ApplState_1001947261,complete,2016-02-02 07:00:20.734000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
statechange,User_1,O_Cancelled,Offer,OfferState_1690367453,complete,2016-02-02 07:00:20.837000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,Offer_607758096
Deleted,User_1,W_Call after offers,Workflow,Workitem_439808489,ate_abort,2016-02-02 07:00:20.849000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,
Created,User_1,A_Create Application,Application,Application_1085880569,complete,2016-01-01 13:05:19.866000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_736842791,complete,2016-01-01 13:05:19.901000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_957861555,schedule,2016-01-01 13:05:20.088000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_237665452,withdraw,2016-01-01 13:06:26.301000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_111979908,schedule,2016-01-01 13:06:26.311000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_1145436902,complete,2016-01-01 13:06:26.321000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Obtained,User_17,W_Complete application,Workflow,Workitem_1299269231,start,2016-01-02 11:22:55.931000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Released,User_17,W_Complete application,Workflow,Workitem_1096736033,suspend,2016-01-02 11:27:24.578000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Obtained,User_17,W_Complete application,Workflow,Workitem_1569152300,resume,2016-01-02 11:35:26.870000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
statechange,User_17,A_Accepted,Application,ApplState_515475781,complete,2016-01-02 11:40:28.520000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Created,User_17,O_Create Offer,Offer,Offer_213805292,complete,2016-01-02 11:43:26.149000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,400.0,120.0,True,143.91,False,0.0,13000.0,
statechange,User_17,O_Created,Offer,OfferState_677711590,complete,2016-01-02 11:43:27.409000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,Offer_213805292
statechange,User_17,O_Sent (mail and online),Offer,OfferState_946572032,complete,2016-01-02 11:45:11.161000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,Offer_213805292
Deleted,User_17,W_Complete application,Workflow,Workitem_1190824769,complete,2016-01-02 11:45:11.179000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Created,User_17,W_Call after offers,Workflow,Workitem_1897327734,schedule,2016-01-02 11:45:11.186000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Obtained,User_17,W_Call after offers,Workflow,Workitem_2046172652,start,2016-01-02 11:45:11.190000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
statechange,User_17,A_Complete,Application,ApplState_714356828,complete,2016-01-02 11:45:11.193000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Released,User_17,W_Call after offers,Workflow,Workitem_1332438326,suspend,2016-01-02 11:49:23.115000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Obtained,User_11,W_Call after offers,Workflow,Workitem_726485329,resume,2016-01-06 09:27:11.544000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Released,User_11,W_Call after offers,Workflow,Workitem_801829990,suspend,2016-01-06 09:27:31.463000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Created,User_8,O_Create Offer,Offer,Offer_644568599,complete,2016-01-29 09:35:42.536000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,400.0,120.0,True,141.45,False,0.0,13000.0,
statechange,User_8,O_Created,Offer,OfferState_480218486,complete,2016-01-29 09:35:44.435000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,Offer_644568599
statechange,User_8,O_Sent (mail and online),Offer,OfferState_1261863312,complete,2016-01-29 09:35:55.121000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,Offer_644568599
statechange,User_1,A_Cancelled,Application,ApplState_2080840955,complete,2016-02-29 07:00:48.775000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
statechange,User_1,O_Cancelled,Offer,OfferState_1279812041,complete,2016-02-29 07:00:48.807000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,Offer_644568599
statechange,User_1,O_Cancelled,Offer,OfferState_1604131650,complete,2016-02-29 07:00:48.815000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,Offer_213805292
Deleted,User_1,W_Call after offers,Workflow,Workitem_1902372728,ate_abort,2016-02-29 07:00:48.826000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,
Created,User_1,A_Create Application,Application,Application_1266995739,complete,2016-01-01 13:22:19.758000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_1503316651,complete,2016-01-01 13:22:19.796000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_124706175,schedule,2016-01-01 13:22:19.977000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_476094580,withdraw,2016-01-01 13:23:29.483000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_1061838630,schedule,2016-01-01 13:23:29.499000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_287418819,complete,2016-01-01 13:23:29.511000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,
Obtained,User_19,W_Complete application,Workflow,Workitem_404415314,start,2016-01-02 11:46:28.903000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,
Released,User_19,W_Complete application,Workflow,Workitem_1478699293,suspend,2016-01-02 11:46:43.959000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,
Obtained,User_19,W_Complete application,Workflow,Workitem_338776129,resume,2016-01-02 13:28:22.185000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,
